Logical_Type_ID,LT_Name,Native_Type,RDBMS_Type,RDBMS_Version,Has_Size,Has_Precision,Has_Scale
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","ORDSYS.ORDVideo",Oracle,9i,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",SQL Server,2012,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",SQL Server,2008,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",SQL Server,2005,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",SQL Server,2000,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",DB2/390,8,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",DB2/390,7,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",DB2/UDB,9,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",DB2/UDB,8.1,N,N,N,
LogDes-4972B6D2-6F93-8AE5-6E24-3599E65A7CFE@LOGDT10008,"ORDVIDEO","UNKNOWN",DB2/UDB,7.1,N,N,N,
LOGDT022,"REAL","REAL",Oracle Database,21c,N,N,N,
LOGDT022,"REAL","REAL",Oracle Database,12cR2,N,N,N,
LOGDT022,"REAL","REAL",Oracle Database,12c,N,N,N,
LOGDT022,"REAL","REAL",Oracle Database,11g,N,N,N,
LOGDT022,"REAL","REAL",Oracle Database,10g,N,N,N,
LOGDT022,"REAL","REAL",Oracle,9i,N,N,N,
LOGDT022,"REAL","REAL",SQL Server,2012,N,N,N,
LOGDT022,"REAL","REAL",SQL Server,2008,N,N,N,
LOGDT022,"REAL","REAL",SQL Server,2005,N,N,N,
LOGDT022,"REAL","REAL",SQL Server,2000,N,N,N,
LOGDT022,"REAL","REAL",DB2/390,8,N,N,N,
LOGDT022,"REAL","REAL",DB2/390,7,N,N,N,
LOGDT022,"REAL","REAL",DB2/UDB,9,N,N,N,
LOGDT022,"REAL","REAL",DB2/UDB,8.1,N,N,N,
LOGDT022,"REAL","REAL",DB2/UDB,7.1,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle Database,21c,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle Database,12cR2,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle Database,12c,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle Database,11g,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle Database,10g,N,N,N,
LOGDT032,"ROWID","ROWID",Oracle,9i,N,N,N,
LOGDT032,"ROWID","CHAR",SQL Server,2012,N,N,N,
LOGDT032,"ROWID","CHAR",SQL Server,2008,N,N,N,
LOGDT032,"ROWID","CHAR",SQL Server,2005,N,N,N,
LOGDT032,"ROWID","CHAR",SQL Server,2000,N,N,N,
LOGDT032,"ROWID","ROWID",DB2/390,8,N,N,N,
LOGDT032,"ROWID","ROWID",DB2/390,7,N,N,N,
LOGDT032,"ROWID","CHAR",DB2/UDB,9,N,N,N,
LOGDT032,"ROWID","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT032,"ROWID","CHAR",DB2/UDB,7.1,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle Database,21c,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle Database,12cR2,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle Database,12c,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle Database,11g,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle Database,10g,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","RAW",Oracle,9i,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARBINARY",SQL Server,2012,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARBINARY",SQL Server,2008,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARBINARY",SQL Server,2005,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARBINARY",SQL Server,2000,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARGRAPHIC",DB2/390,8,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARGRAPHIC",DB2/390,7,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARGRAPHIC",DB2/UDB,9,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARGRAPHIC",DB2/UDB,8.1,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10040,"Raw","VARGRAPHIC",DB2/UDB,7.1,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle Database,21c,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle Database,12cR2,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle Database,12c,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle Database,11g,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle Database,10g,N,N,N,
LOGDT038,"SMALLDATETIME","DATE",Oracle,9i,N,N,N,
LOGDT038,"SMALLDATETIME","SMALLDATETIME",SQL Server,2012,N,N,N,
LOGDT038,"SMALLDATETIME","SMALLDATETIME",SQL Server,2008,N,N,N,
LOGDT038,"SMALLDATETIME","SMALLDATETIME",SQL Server,2005,N,N,N,
LOGDT038,"SMALLDATETIME","SMALLDATETIME",SQL Server,2000,N,N,N,
LOGDT038,"SMALLDATETIME","TIMESTAMP",DB2/390,8,N,N,N,
LOGDT038,"SMALLDATETIME","TIMESTAMP",DB2/390,7,N,N,N,
LOGDT038,"SMALLDATETIME","TIMESTAMP",DB2/UDB,9,N,N,N,
LOGDT038,"SMALLDATETIME","TIMESTAMP",DB2/UDB,8.1,N,N,N,
LOGDT038,"SMALLDATETIME","TIMESTAMP",DB2/UDB,7.1,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle Database,21c,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle Database,12cR2,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle Database,12c,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle Database,11g,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle Database,10g,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",Oracle,9i,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",SQL Server,2012,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",SQL Server,2008,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",SQL Server,2005,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",SQL Server,2000,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",DB2/390,8,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",DB2/390,7,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",DB2/UDB,9,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",DB2/UDB,8.1,N,N,N,
LOGDT018,"SMALLINT","SMALLINT",DB2/UDB,7.1,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle Database,21c,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle Database,12cR2,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle Database,12c,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle Database,11g,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle Database,10g,N,N,N,
LOGDT044,"SMALLMONEY","NUMBER",Oracle,9i,N,N,N,
LOGDT044,"SMALLMONEY","SMALLMONEY",SQL Server,2012,N,N,N,
LOGDT044,"SMALLMONEY","SMALLMONEY",SQL Server,2008,N,N,N,
LOGDT044,"SMALLMONEY","SMALLMONEY",SQL Server,2005,N,N,N,
LOGDT044,"SMALLMONEY","SMALLMONEY",SQL Server,2000,N,N,N,
LOGDT044,"SMALLMONEY","REAL",DB2/390,8,N,N,N,
LOGDT044,"SMALLMONEY","REAL",DB2/390,7,N,N,N,
LOGDT044,"SMALLMONEY","REAL",DB2/UDB,9,N,N,N,
LOGDT044,"SMALLMONEY","REAL",DB2/UDB,8.1,N,N,N,
LOGDT044,"SMALLMONEY","REAL",DB2/UDB,7.1,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle Database,21c,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle Database,12cR2,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle Database,12c,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle Database,11g,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle Database,10g,N,N,N,
LOGDT045,"SQL_VARIANT","SYS.ANYDATA",Oracle,9i,N,N,N,
LOGDT045,"SQL_VARIANT","SQL_VARIANT",SQL Server,2012,N,N,N,
LOGDT045,"SQL_VARIANT","SQL_VARIANT",SQL Server,2008,N,N,N,
LOGDT045,"SQL_VARIANT","SQL_VARIANT",SQL Server,2005,N,N,N,
LOGDT045,"SQL_VARIANT","SQL_VARIANT",SQL Server,2000,N,N,N,
LOGDT045,"SQL_VARIANT","UNKNOWN",DB2/390,8,N,N,N,
LOGDT045,"SQL_VARIANT","UNKNOWN",DB2/390,7,N,N,N,
LOGDT045,"SQL_VARIANT","UNKNOWN",DB2/UDB,9,N,N,N,
LOGDT045,"SQL_VARIANT","UNKNOWN",DB2/UDB,8.1,N,N,N,
LOGDT045,"SQL_VARIANT","UNKNOWN",DB2/UDB,7.1,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle Database,21c,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle Database,12cR2,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle Database,12c,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle Database,11g,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle Database,10g,N,N,N,
LOGDT039,"SYSNAME","VARCHAR2",Oracle,9i,N,N,N,
LOGDT039,"SYSNAME","sysname",SQL Server,2012,N,N,N,
LOGDT039,"SYSNAME","sysname",SQL Server,2008,N,N,N,
LOGDT039,"SYSNAME","sysname",SQL Server,2005,N,N,N,
LOGDT039,"SYSNAME","sysname",SQL Server,2000,N,N,N,
LOGDT039,"SYSNAME","VARCHAR",DB2/390,8,N,N,N,
LOGDT039,"SYSNAME","VARCHAR",DB2/390,7,N,N,N,
LOGDT039,"SYSNAME","VARCHAR",DB2/UDB,9,N,N,N,
LOGDT039,"SYSNAME","VARCHAR",DB2/UDB,8.1,N,N,N,
LOGDT039,"SYSNAME","VARCHAR",DB2/UDB,7.1,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle Database,21c,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle Database,12cR2,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle Database,12c,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle Database,11g,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle Database,10g,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SYS.ANYDATA",Oracle,9i,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SQL_VARIANT",SQL Server,2012,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SQL_VARIANT",SQL Server,2008,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SQL_VARIANT",SQL Server,2005,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","SQL_VARIANT",SQL Server,2000,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","UNKNOWN",DB2/390,8,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","UNKNOWN",DB2/390,7,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","UNKNOWN",DB2/UDB,9,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","UNKNOWN",DB2/UDB,8.1,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10010,"SYS_ANYDATA","UNKNOWN",DB2/UDB,7.1,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle Database,21c,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle Database,12cR2,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle Database,12c,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle Database,11g,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle Database,10g,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","SYS.ANYDATASET",Oracle,9i,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",SQL Server,2012,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",SQL Server,2008,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",SQL Server,2005,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",SQL Server,2000,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",DB2/390,8,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",DB2/390,7,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",DB2/UDB,9,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",DB2/UDB,8.1,N,N,N,
LogDes-22E251EB-9F6C-8137-56B2-DD4B87DC1E33@LOGDT10030,"SYS_ANYDATASET","UNKNOWN",DB2/UDB,7.1,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle Database,21c,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle Database,12cR2,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle Database,12c,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle Database,11g,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle Database,10g,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","SYS.ANYTYPE",Oracle,9i,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",SQL Server,2012,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",SQL Server,2008,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",SQL Server,2005,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",SQL Server,2000,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",DB2/390,8,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",DB2/390,7,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",DB2/UDB,9,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",DB2/UDB,8.1,N,N,N,
LogDes-F046B719-7D91-3873-3302-38C441683842@LOGDT10011,"SYS_ANYTYPE","UNKNOWN",DB2/UDB,7.1,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle Database,21c,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle Database,12cR2,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle Database,12c,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle Database,11g,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle Database,10g,N,N,N,
LOGDT040,"TEXT","CLOB",Oracle,9i,N,N,N,
LOGDT040,"TEXT","TEXT",SQL Server,2012,N,N,N,
LOGDT040,"TEXT","TEXT",SQL Server,2008,N,N,N,
LOGDT040,"TEXT","TEXT",SQL Server,2005,N,N,N,
LOGDT040,"TEXT","TEXT",SQL Server,2000,N,N,N,
LOGDT040,"TEXT","VARCHAR",DB2/390,8,N,N,N,
LOGDT040,"TEXT","VARCHAR",DB2/390,7,N,N,N,
LOGDT040,"TEXT","VARCHAR",DB2/UDB,9,N,N,N,
LOGDT040,"TEXT","VARCHAR",DB2/UDB,8.1,N,N,N,
LOGDT040,"TEXT","VARCHAR",DB2/UDB,7.1,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle Database,21c,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle Database,12cR2,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle Database,12c,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle Database,11g,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle Database,10g,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP WITH LOCAL TIME ZONE",Oracle,9i,N,Y,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","DATETIME",SQL Server,2012,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","DATETIME",SQL Server,2008,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","DATETIME",SQL Server,2005,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","DATETIME",SQL Server,2000,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP",DB2/390,8,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP",DB2/390,7,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP",DB2/UDB,9,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP",DB2/UDB,8.1,N,N,N,
LOGDT047,"TIMESTAMP WITH LOCAL TIME ZONE","TIMESTAMP",DB2/UDB,7.1,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle Database,21c,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle Database,12cR2,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle Database,12c,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle Database,11g,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle Database,10g,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP WITH TIME ZONE",Oracle,9i,N,Y,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","DATETIME",SQL Server,2012,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","DATETIME",SQL Server,2008,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","DATETIME",SQL Server,2005,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","DATETIME",SQL Server,2000,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP",DB2/390,8,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP",DB2/390,7,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP",DB2/UDB,9,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP",DB2/UDB,8.1,N,N,N,
LOGDT046,"TIMESTAMP WITH TIME ZONE","TIMESTAMP",DB2/UDB,7.1,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle Database,21c,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle Database,12cR2,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle Database,12c,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle Database,11g,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle Database,10g,N,N,N,
LOGDT042,"TINYINT","SMALLINT",Oracle,9i,N,N,N,
LOGDT042,"TINYINT","TINYINT",SQL Server,2012,N,N,N,
LOGDT042,"TINYINT","TINYINT",SQL Server,2008,N,N,N,
LOGDT042,"TINYINT","TINYINT",SQL Server,2005,N,N,N,
LOGDT042,"TINYINT","TINYINT",SQL Server,2000,N,N,N,
LOGDT042,"TINYINT","SMALLINT",DB2/390,8,N,N,N,
LOGDT042,"TINYINT","SMALLINT",DB2/390,7,N,N,N,
LOGDT042,"TINYINT","SMALLINT",DB2/UDB,9,N,N,N,
LOGDT042,"TINYINT","SMALLINT",DB2/UDB,8.1,N,N,N,
LOGDT042,"TINYINT","SMALLINT",DB2/UDB,7.1,N,N,N,
LOGDT014,"Time","DATE",Oracle Database,21c,N,N,N,
LOGDT014,"Time","DATE",Oracle Database,12cR2,N,N,N,
LOGDT014,"Time","DATE",Oracle Database,12c,N,N,N,
LOGDT014,"Time","DATE",Oracle Database,11g,N,N,N,
LOGDT014,"Time","DATE",Oracle Database,10g,N,N,N,
LOGDT014,"Time","DATE",Oracle,9i,N,N,N,
LOGDT014,"Time","TIME",SQL Server,2012,N,N,N,
LOGDT014,"Time","TIME",SQL Server,2008,N,N,N,
LOGDT014,"Time","DATETIME",SQL Server,2005,N,N,N,
LOGDT014,"Time","DATETIME",SQL Server,2000,N,N,N,
LOGDT014,"Time","TIME",DB2/390,8,N,N,N,
LOGDT014,"Time","TIME",DB2/390,7,N,N,N,
LOGDT014,"Time","TIME",DB2/UDB,9,N,N,N,
LOGDT014,"Time","TIME",DB2/UDB,8.1,N,N,N,
LOGDT014,"Time","TIME",DB2/UDB,7.1,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle Database,21c,N,Y,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle Database,12cR2,N,Y,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle Database,12c,N,Y,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle Database,11g,N,Y,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle Database,10g,N,Y,N,
LOGDT015,"Timestamp","TIMESTAMP",Oracle,9i,N,Y,N,
LOGDT015,"Timestamp","DATETIME",SQL Server,2012,N,N,N,
LOGDT015,"Timestamp","DATETIME",SQL Server,2008,N,N,N,
LOGDT015,"Timestamp","DATETIME",SQL Server,2005,N,N,N,
LOGDT015,"Timestamp","DATETIME",SQL Server,2000,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",DB2/390,8,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",DB2/390,7,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",DB2/UDB,9,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",DB2/UDB,8.1,N,N,N,
LOGDT015,"Timestamp","TIMESTAMP",DB2/UDB,7.1,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle Database,21c,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle Database,12cR2,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle Database,12c,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle Database,11g,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle Database,10g,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",Oracle,9i,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","UNIQUEIDENTIFIER",SQL Server,2012,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","UNIQUEIDENTIFIER",SQL Server,2008,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","UNIQUEIDENTIFIER",SQL Server,2005,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","UNIQUEIDENTIFIER",SQL Server,2000,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",DB2/390,8,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",DB2/390,7,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",DB2/UDB,9,N,N,N,
LOGDT057,"UNIQUEIDENTIFIER","CHAR",DB2/UDB,8.1,N,N,N,
